序号,课程号,课程名称,课程类型,开课单位,班号,学分,执行计划编号,起止周,上课时间,教师,备注
514,00432268,自然科学中的混沌和分形,通选课,物理学院,1,2,BZ2526100432268_16429,1-16,星期四(第7节-第8节),梁福明,第16周随堂笔试
515,00432270,大气概论,通选课,物理学院,1,2,BZ2526100432270_17478,1-16,星期一(第5节-第6节),李万彪,第16周随堂期末笔试
516,00432274,大气探测原理,专业必修,物理学院,1,3,BZ2526100432274_11592,1-16,星期二(第7节-第9节),李婧,物理大楼北547
517,00432278,大气物理与探测讨论班,专业必修,物理学院,1,2,BZ2526100432278_12251,1-16,星期四(第10节-第11节),张霖,排讨论教室
518,00432292,气候学概论,专业任选,物理学院,1,2,BZ2526100432292_14246,1-16,星期三(第7节-第8节),刘永岗,
519,00432299,气候与人类,全校公选课,物理学院,1,2,BZ2526100432299_16416,1-16,星期四(第10节-第11节),Zhang Zhongshi（张仲石）,
520,00432303,高等大气物理,专业任选,物理学院,1,4,BZ2526100432303_17965,1-16,星期一(第5节-第6节)星期四(第7节-第8节),俞妍赵传峰,卓越荣誉选修
521,00432304,地球流体的数值模拟与AI预测,专业任选,物理学院,1,4,BZ2526100432304_15658,1-16,星期一(第10节-第11节)星期三(第5节-第6节),杨邱,卓越荣誉课程
522,00432404,医学物理导论,专业必修,物理学院,1,2,BZ2526100432404_10788,1-16,星期三(第5节-第6节),高家红那帅,综合科研楼104，本研合上
523,00432406,能源物理基础,专业必修,物理学院,1,2,BZ2526100432406_13773,1-16,星期一(第7节-第8节),肖池阶,
524,00432510,固体物理学,专业必修,物理学院,1,4,BZ2526100432510_11197,1-16,星期一(第1节-第2节)星期三(第3节-第4节),罗昭初赵宏政,允许替代2024级00432512固体物理学（3学分）
525,00432520,固体物理习题,专业必修,物理学院,1,0,BZ2526100432520_11824,1-16,星期二(第10节-第11节)(单),罗昭初赵宏政,
526,00432520,固体物理习题,专业必修,物理学院,2,0,BZ2526100432520_29876,1-16,星期二(第10节-第11节)(单),罗昭初赵宏政,
527,00433327,近代物理实验 (I),专业必修,物理学院,10,3,BZ2526100433327101813,1-16,星期四(第5节-第12节),杜红林,开学前按内部网pec.pku.edu.cn通知，预选课后开始选实验.
528,00433327,近代物理实验 (I),专业必修,物理学院,11,3,BZ2526100433327117743,1-16,星期四(第5节-第12节),王思广,开学前按内部网pec.pku.edu.cn通知，预选课后开始选实验.
529,00433327,近代物理实验 (I),专业必修,物理学院,8,3,BZ2526100433327_89726,1-16,星期四(第5节-第12节),蒋莹莹,开学前按内部网pec.pku.edu.cn通知，预选课后开始选实验.
530,00433327,近代物理实验 (I),专业必修,物理学院,9,3,BZ2526100433327_95153,1-16,星期四(第5节-第12节),吴孝松,开学前按内部网pec.pku.edu.cn通知，预选课后开始选实验.
531,00433327,近代物理实验 (I),专业必修,物理学院,12,3,BZ2526100433327127655,1-16,星期四(第5节-第12节),朱瑞王涛,开学前按内部网pec.pku.edu.cn通知，预选课后开始选实验.
532,00433327,近代物理实验 (I),专业必修,物理学院,13,3,BZ2526100433327134176,1-16,星期四(第5节-第12节),彭丽聪,开学前按内部网pec.pku.edu.cn通知，预选课后开始选实验.
533,00433327,近代物理实验 (I),专业必修,物理学院,14,3,BZ2526100433327140607,1-16,星期二(第5节-第12节),楼建玲,周二安排近代核物理与技术实验，具体要求见pec网站，联系jllou@pku.edu.cn
534,00433327,近代物理实验 (I),专业必修,物理学院,1,3,BZ2526100433327_14589,1-16,星期三(第5节-第12节),季航,开学前按内部网pec.pku.edu.cn通知，预选课后开始选实验.
535,00433327,近代物理实验 (I),专业必修,物理学院,2,3,BZ2526100433327_26143,1-16,星期三(第5节-第12节),周路群,开学前按内部网pec.pku.edu.cn通知，预选课后开始选实验.
536,00433327,近代物理实验 (I),专业必修,物理学院,3,3,BZ2526100433327_34898,1-16,星期三(第5节-第12节),楼建玲,开学前按内部网pec.pku.edu.cn通知，预选课后开始选实验.
537,00433327,近代物理实验 (I),专业必修,物理学院,4,3,BZ2526100433327_49904,1-16,星期三(第5节-第12节),王越,开学前按内部网pec.pku.edu.cn通知，预选课后开始选实验.
538,00433327,近代物理实验 (I),专业必修,物理学院,5,3,BZ2526100433327_55489,1-16,星期三(第5节-第12节),刘开辉,开学前按内部网pec.pku.edu.cn通知，预选课后开始选实验.
539,00433327,近代物理实验 (I),专业必修,物理学院,6,3,BZ2526100433327_69084,1-16,星期三(第5节-第12节),马秀梅杜进隆,开学前按内部网pec.pku.edu.cn通知，预选课后开始选实验.
540,00433327,近代物理实验 (I),专业必修,物理学院,7,3,BZ2526100433327_70961,1-16,星期四(第5节-第12节),季航,开学前按内部网pec.pku.edu.cn通知，预选课后开始选实验.
541,00433328,近代物理实验 (II),专业必修,物理学院,1,3,BZ2526100433328_11612,1-16,星期三(第5节-第12节),薛建明,"已修近I,开学前pec.pku.edu.cn通知选实验."
542,00433328,近代物理实验 (II),专业必修,物理学院,2,3,BZ2526100433328_28140,1-16,星期三(第5节-第12节),罗昭初,"已修近I,开学前pec.pku.edu.cn通知选实验."
543,00433328,近代物理实验 (II),专业必修,物理学院,3,3,BZ2526100433328_32897,1-16,星期三(第5节-第12节),张艳席,"已修近I,开学前pec.pku.edu.cn通知选实验."
544,00433328,近代物理实验 (II),专业必修,物理学院,4,3,BZ2526100433328_40210,1-16,星期三(第5节-第12节),陈一,"已修近I,开学前pec.pku.edu.cn通知选实验."
545,00433328,近代物理实验 (II),专业必修,物理学院,5,3,BZ2526100433328_54783,1-16,星期四(第5节-第12节),周路群,"已修近I,开学前pec.pku.edu.cn通知选实验."
546,00433328,近代物理实验 (II),专业必修,物理学院,6,3,BZ2526100433328_60557,1-16,星期四(第5节-第12节),楼建玲,"已修近I,开学前pec.pku.edu.cn通知选实验."
547,00433328,近代物理实验 (II),专业必修,物理学院,7,3,BZ2526100433328_76179,1-16,星期四(第5节-第12节),张焱,"已修近I,开学前pec.pku.edu.cn通知选实验."
548,00433328,近代物理实验 (II),专业必修,物理学院,8,3,BZ2526100433328_84636,1-16,,蒋莹莹,"仅在平行班选满,余实验资源情况下补选,联系yingjiang@pku.edu.cn加"
549,00433330,公共物理学,全校公选课,物理学院,1,2,BZ2526100433330_12041,1-16,星期四(第7节-第8节),朱守华,
550,00433332,物理学家的物理哲学,专业任选,物理学院,1,2,BZ2526100433332_18542,1-16,星期三(第7节-第8节),朱守华,
551,00433340,狭义相对论与时空观,全校公选课,物理学院,1,2,BZ2526100433340_10513,1-16,星期二(第10节-第11节),邵立晶,第16周随堂开卷笔试
552,00433410,半导体物理学,专业任选,物理学院,1,4,BZ2526100433410_10078,1-16,星期二(第1节-第2节)星期四(第3节-第4节),叶堉,本研合上
553,00434092,纳米科技进展,专业任选,物理学院,1,2,BZ2526100434092_15926,1-16,星期五(第1节-第2节),林峰,
554,00434101,物理卓越计划讲堂：名师面对面（一）,专业任选,物理学院,1,1,BZ2526100434101_17130,1-16,星期五(第10节-第11节)(单),孙琰高原宁,
555,00437160,核物理与粒子物理专题实验,专业必修,物理学院,1,3,BZ2526100437160_16269,1-16,星期二(第5节-第9节),许金艳楼建玲,
556,00437180,普通物理实验（1）,专业必修,物理学院,1,3,BZ2526100437180_17982,1-16,星期四(第5节-第8节),李智王伟,开学第一周请注意查收邮件
557,00437180,普通物理实验（1）,专业必修,物理学院,2,3,BZ2526100437180_20995,1-16,星期五(第5节-第8节),李智王伟,开学第一周请注意查收邮件
558,00437180,普通物理实验（1）,专业必修,物理学院,3,3,BZ2526100437180_38834,1-16,,李智王伟,仅限手工选课
559,00437180,普通物理实验（1）,专业必修,地球与空间科学学院,4,3,BZ2526100437180_40336,1-16,星期四(第5节-第8节),李智王伟,
560,00437190,普通物理实验（2）,专业必修,物理学院,1,3,BZ2526100437190_19968,1-16,星期一(第5节-第8节),李智王伟,2025级卓越班
561,00437700,物理应用与实践,专业任选,物理学院,1,1,BZ2526100437700_10512,1-16,,廖慧敏荣新,
562,01002904,高等物理化学,专业任选,化学与分子工程学院,1,3,BZ2526101002904_12291,1-16,星期四(第7节-第9节),刘剑郑俊荣,本研合上
563,01016010,学术道德规范与科技写作,专业任选,化学与分子工程学院,1,2,BZ2526101016010_15103,1-16,星期一(第10节-第11节),邹鹏刘允,本研合上
564,01016070,理论与计算化学(II),专业任选,化学与分子工程学院,1,2,BZ2526101016070_14459,1-16,星期三(第10节-第11节),余志祥,8-16周周五10-11节上机，计算中心二层6A、6B机房，本研合上
565,01030200,化学实验室安全技术,专业必修,化学与分子工程学院,1,1,BZ2526101030200_15633,6-14,星期三(第3节-第4节),杨玲,
566,01030810,有机化学 (B),专业必修,城市与环境学院,1,4,BZ2526101030810_16221,1-16,星期二(第7节-第8节)星期五(第1节-第2节),张洁,环健生态基础，环工+地空+心理合
567,01030840,物理化学 (B),专业必修,环境科学与工程学院,1,4,BZ2526101030840_10860,1-16,星期二(第1节-第2节)星期五(第3节-第4节),李慕凡,
568,01031100,今日化学,专业必修,化学与分子工程学院,1,1,BZ2526101031100_15227,1-10,星期三(第7节-第8节),夏斌李维红马丁贾桂芳刘剑刘志博刘允傅永平焦阳,
569,01032390,材料物理,专业任选,化学与分子工程学院,1,2,BZ2526101032390_11113,1-16,星期四(第5节-第6节),孙聆东,
570,01032530,高分子物理,专业任选,化学与分子工程学院,1,2,BZ2526101032530_18897,1-16,星期一(第3节-第4节),陈尔强,本研合上
571,01032580,催化化学,专业任选,化学与分子工程学院,1,2,BZ2526101032580_18220,1-16,星期三(第7节-第8节),刘海超,本研合上
572,01032690,有机化学 (B),专业必修,生命科学学院,1,3,BZ2526101032690_13807,1-16,星期二(第3节-第4节)星期五(第1节-第2节)(单),杜福胜,生科、生技、生信专业必修
573,01032711,有机化学实验 (B),专业必修,生命科学学院,1,2,BZ2526101032711_11644,2-16,星期三(第3节-第9节),马玉国唐小燕,
574,01032711,有机化学实验 (B),专业必修,生命科学学院,2,2,BZ2526101032711_20933,2-16,星期四(第3节-第9节),马玉国唐小燕,
575,01032711,有机化学实验 (B),专业必修,城市与环境学院,3,2,BZ2526101032711_32501,2-16,星期四(第3节-第9节),马玉国唐小燕,生态任，环工工学合
576,01032720,物理化学实验 (B),专业必修,环境科学与工程学院,1,2,BZ2526101032720_12885,1-16,星期三(第3节-第9节),吴忠云,化学学院实验室
577,01032720,物理化学实验 (B),专业必修,环境科学与工程学院,2,2,BZ2526101032720_26265,1-16,星期四(第3节-第9节),吴忠云,化学学院实验室
578,01033100,功能化学,通选课,化学与分子工程学院,1,2,BZ2526101033100_11939,1-16,星期二(第7节-第8节),邹德春,此课程不属于化学学院教学计划中要求课程
579,01034030,魅力化学,通选课,化学与分子工程学院,1,2,BZ2526101034030_16960,1-16,星期一(第7节-第8节),黄建滨,此课程不属于化学学院教学计划中要求课程
580,01034040,化学与社会,通选课,化学与分子工程学院,1,2,BZ2526101034040_16087,1-16,星期二(第5节-第6节),卞江,仅限文管类学生
581,01034060,大学化学,通选课,化学与分子工程学院,1,2,BZ2526101034060_15719,1-16,星期一(第10节-第11节),卞祖强,仅限非化学类的理科生
582,01034310,普通化学,专业必修,化学与分子工程学院,1,4,BZ2526101034310_17829,1-16,星期一(第3节-第4节)星期三(第1节-第2节),李彦,+环工、元培
583,01034310,普通化学,专业必修,化学与分子工程学院,2,4,BZ2526101034310_25149,1-16,星期一(第3节-第4节)星期三(第1节-第2节),卞江,+环工、元培
584,01034310,普通化学,专业必修,化学与分子工程学院,3,4,BZ2526101034310_31555,1-16,星期一(第3节-第4节)星期三(第1节-第2节),杨娟,+环工、元培；英文班
585,01034310,普通化学,专业必修,化学与分子工程学院,4,4,BZ2526101034310_45085,1-16,,王颖霞,请勿选课，录入免修成绩专用
586,01034322,普通化学实验,专业必修,化学与分子工程学院,1,2,BZ2526101034322_12428,1-16,星期四(第1节-第4节),李维红郑捷,含元培
587,01034322,普通化学实验,专业必修,化学与分子工程学院,2,2,BZ2526101034322_24140,1-16,星期四(第5节-第8节),李维红郑捷,含元培
588,01034322,普通化学实验,专业必修,环境科学与工程学院,3,2,BZ2526101034322_35593,1-16,星期四(第5节-第8节),李维红郑捷,化学学院实验室
589,01034330,普通化学习题课,专业必修,化学与分子工程学院,2,0,BZ2526101034330_25272,1-16,星期一(第7节-第8节),卞江,
590,01034330,普通化学习题课,专业必修,化学与分子工程学院,3,0,BZ2526101034330_39654,1-16,星期一(第7节-第8节),杨娟,
591,01034330,普通化学习题课,专业必修,化学与分子工程学院,1,0,BZ2526101034330_10645,1-16,星期一(第7节-第8节),李彦,
592,01034373,有机化学 (二),专业必修,化学与分子工程学院,1,2,BZ2526101034373_11541,1-8,星期三(第3节-第4节)星期五(第1节-第2节),裴坚许言,
593,01034373,有机化学 (二),专业必修,化学与分子工程学院,2,2,BZ2526101034373_26832,1-8,星期三(第3节-第4节)星期五(第1节-第2节),赵达慧,英文班
594,01034373,有机化学 (二),专业必修,化学与分子工程学院,3,2,BZ2526101034373_35487,1-8,星期一(第5节-第8节),罗佗平,讨论班，化学楼CB121
595,01034375,有机化学习题课,专业必修,化学与分子工程学院,1,0,BZ2526101034375_14562,2-16,星期四(第10节-第11节)(双),裴坚许言,
596,01034390,仪器分析,专业任选,化学与分子工程学院,1,2,BZ2526101034390_17228,1-16,星期一(第1节-第2节),张新祥李美仙,+城环、环工、工学
597,01034390,仪器分析,专业任选,化学与分子工程学院,2,2,BZ2526101034390_20101,1-8,星期五(第5节-第8节),李娜,讨论班，化学楼CB121
598,01034400,仪器分析实验,专业任选,化学与分子工程学院,1,2,BZ2526101034400_12420,3-13,星期三(第5节-第10节),李美仙周颖琳,+城环、环工、工学
599,01034400,仪器分析实验,专业任选,化学与分子工程学院,2,2,BZ2526101034400_28294,3-13,星期四(第5节-第10节),李美仙周颖琳,+城环、环工、工学
600,01034450,化工基础,专业限选,化学与分子工程学院,1,2,BZ2526101034450_13255,1-16,星期一(第7节-第8节),翟茂林,
601,01034460,高分子化学,专业限选,化学与分子工程学院,1,2,BZ2526101034460_12340,1-16,星期四(第1节-第2节),李子臣,
602,01034500,生命化学基础,专业限选,化学与分子工程学院,1,3,BZ2526101034500_13537,1-16,星期二(第3节-第4节)星期五(第1节-第2节)(双),邹鹏,
603,01034530,中级有机化学,专业任选,化学与分子工程学院,1,2,BZ2526101034530_11797,9-16,星期三(第3节-第4节)星期五(第1节-第2节),裴坚许言,
604,01034530,中级有机化学,专业任选,化学与分子工程学院,2,2,BZ2526101034530_27146,1-16,星期一(第5节-第8节),罗佗平,讨论班，化学楼CB121
